No,Sex,Marital,Age,Income,JobType,Occupation,BorrowingRatio,CreditAppAmount,OtherDebts,DelinquencyInfo,DebtRestruct,Industry,Education,Dependents,OwnHouse,Foreigner,Phone,EmploymentYears,Guarantor,Collateral
499,女,未,65,7360000,3,プログラマ,0.42,780000,3110000,0,0,IT,1,2,0,0,1,2,1,1
500,女,既,29,3420000,2,販売スタッフ,0.36,2380000,1240000,0,0,小売り,2,1,1,0,1,9,0,1
501,女,未,65,4450000,2,製造オペレーター,0.22,4150000,960000,0,0,製造,1,1,0,0,0,18,1,0
502,女,未,61,6410000,1,高校教員,0.0,3670000,0,0,0,教育,2,3,0,0,1,1,0,0
503,女,未,41,4870000,2,販売スタッフ,0.0,4120000,0,0,0,小売り,1,3,0,0,0,17,1,0
504,女,未,57,4720000,2,販売スタッフ,0.36,1840000,1690000,0,0,小売り,3,2,0,0,1,10,1,1
505,女,未,51,4390000,3,プログラマ,0.0,3340000,0,0,0,IT,2,3,1,0,0,31,1,0
506,男,未,57,3590000,4,ホールスタッフ,0.0,1240000,0,0,0,飲食,3,1,1,0,0,17,0,1
507,男,未,27,3410000,2,製造オペレーター,0.0,2810000,0,0,0,製造,2,3,1,0,0,7,0,1
508,女,既,65,2550000,4,ホールスタッフ,0.34,720000,860000,0,0,飲食,1,0,0,0,1,8,0,1
509,男,未,54,4030000,3,介護スタッフ,0.0,900000,0,0,0,サービス,4,1,0,0,1,5,0,0
510,男,未,60,5340000,1,市役所職員,0.28,4210000,1470000,0,0,行政,1,3,0,0,1,39,1,1
511,男,未,26,4550000,1,高校教員,0.0,1900000,0,0,0,教育,3,0,1,0,1,3,0,1
512,男,未,31,4690000,1,市役所職員,0.26,1340000,1230000,0,0,行政,1,3,1,0,1,13,1,0
513,男,既,43,4870000,3,プログラマ,0.0,2290000,0,0,0,IT,4,0,1,0,0,4,1,1
514,男,既,46,6970000,1,高校教員,0.48,660000,3330000,0,0,教育,4,3,1,0,0,15,1,1
515,男,既,65,4340000,2,販売スタッフ,0.0,2730000,0,0,0,小売り,3,2,0,1,0,44,0,1
516,女,既,57,6840000,1,高校教員,0.39,1740000,2640000,0,0,教育,3,1,0,0,0,14,1,0
517,男,既,40,7560000,3,プログラマ,0.0,2400000,0,0,0,IT,1,1,1,0,1,22,0,0
518,男,未,35,5390000,3,プログラマ,0.0,1260000,0,0,0,IT,3,0,1,0,0,13,1,0
519,男,既,26,3800000,4,ホールスタッフ,0.14,4550000,550000,0,0,飲食,4,3,0,0,0,5,1,1
520,女,未,38,3810000,2,接客スタッフ,0.25,1470000,970000,0,0,サービス,1,3,0,0,1,0,1,0
521,女,未,40,3840000,4,ホールスタッフ,0.0,4830000,0,0,0,飲食,3,0,1,0,1,21,0,1
522,男,未,29,3680000,4,ホールスタッフ,0.0,1750000,0,0,0,飲食,3,2,0,0,0,2,0,1
523,女,未,55,4850000,2,接客スタッフ,0.0,2490000,0,0,0,サービス,3,0,0,0,0,29,0,1
524,女,未,25,4540000,2,接客スタッフ,0.37,1990000,1680000,0,0,サービス,2,3,1,0,0,7,1,0
525,男,既,55,4550000,2,販売スタッフ,0.0,4460000,0,0,0,小売り,2,3,1,0,1,18,0,0
526,女,未,59,5220000,1,市役所職員,0.0,2890000,0,0,0,行政,4,0,0,0,1,32,1,0
527,男,既,34,3270000,3,介護スタッフ,0.0,2050000,0,0,0,サービス,3,1,0,0,0,14,1,0
528,女,既,65,5000000,3,プログラマ,0.0,2520000,0,0,0,IT,2,0,0,0,1,43,0,1
529,男,未,45,3330000,2,販売スタッフ,0.18,3790000,600000,0,0,小売り,1,0,1,0,0,17,0,0
530,男,既,62,3160000,2,製造オペレーター,0.0,4070000,0,0,0,製造,2,2,1,0,0,20,0,1
531,男,未,39,4820000,2,販売スタッフ,0.26,4580000,1230000,0,0,小売り,1,0,1,0,0,13,1,1
532,女,未,31,3050000,4,ホールスタッフ,0.0,3150000,0,0,0,飲食,1,0,1,0,1,5,0,1
533,女,未,46,5220000,3,プログラマ,0.0,2750000,0,0,0,IT,4,3,0,0,1,9,0,0
534,女,未,52,2590000,2,接客スタッフ,0.0,3700000,0,0,0,サービス,3,1,0,0,0,15,0,1
535,女,未,37,2850000,4,ホールスタッフ,0.27,1120000,770000,0,0,飲食,4,1,1,0,0,12,0,0
536,女,既,35,4990000,2,販売スタッフ,0.13,730000,650000,0,0,小売り,4,2,1,0,0,1,1,1
537,男,未,31,3660000,3,介護スタッフ,0.08,4170000,310000,0,0,サービス,1,1,1,0,1,12,0,1
538,男,既,62,3890000,4,ホールスタッフ,0.0,1700000,0,0,0,飲食,3,3,1,0,0,10,1,0
539,男,未,27,3710000,3,介護スタッフ,0.0,2460000,0,0,0,サービス,3,2,0,0,1,3,1,0
540,男,未,34,4930000,2,接客スタッフ,0.49,1840000,2420000,0,0,サービス,3,3,1,0,0,3,1,0
541,男,未,32,3160000,4,ホールスタッフ,0.2,3410000,640000,0,0,飲食,4,1,0,0,1,9,0,0
542,男,未,28,2210000,4,ホールスタッフ,0.0,1390000,0,0,0,飲食,3,0,0,0,1,0,1,0
543,男,未,64,3990000,3,店舗販売員,0.29,1020000,1170000,0,0,小売り,2,3,0,0,1,33,0,1
544,男,未,33,6440000,1,高校教員,0.0,2320000,0,0,0,教育,3,3,1,0,1,4,1,0
545,男,未,60,6320000,3,プログラマ,0.19,1030000,1170000,0,0,IT,1,3,0,0,0,29,1,0
546,男,既,47,6330000,1,高校教員,0.31,3190000,1990000,0,0,教育,2,3,1,0,1,9,1,0
547,女,既,25,4450000,2,販売スタッフ,0.0,2240000,0,0,0,小売り,2,3,0,0,1,4,0,0
548,男,既,25,4800000,1,市役所職員,0.0,3530000,0,0,0,行政,2,3,1,0,1,6,0,0
549,男,未,32,3850000,4,ホールスタッフ,0.0,2760000,0,0,0,飲食,3,3,1,0,1,2,1,1
550,女,未,32,2960000,2,販売スタッフ,0.0,4280000,0,0,0,小売り,4,3,1,0,1,4,1,1
551,男,既,43,4110000,2,接客スタッフ,0.0,3390000,0,0,0,サービス,2,1,0,1,1,3,0,0
552,女,未,60,2820000,3,店舗販売員,0.12,3310000,350000,0,0,小売り,2,0,0,0,1,29,1,1
553,男,未,64,6300000,1,市役所職員,0.0,4540000,0,0,0,行政,1,3,0,0,1,29,0,1
554,男,未,52,2640000,2,販売スタッフ,0.44,2330000,1170000,0,0,小売り,1,3,0,0,0,21,0,1
555,女,未,34,5520000,3,プログラマ,0.0,3200000,0,0,0,IT,4,2,1,0,0,16,0,1
556,女,未,39,4940000,1,市役所職員,0.0,540000,0,0,0,行政,4,2,1,0,1,14,0,1
557,男,未,61,3360000,4,ホールスタッフ,0.0,2550000,0,0,0,飲食,1,1,0,0,0,40,0,1
558,女,既,34,3970000,2,接客スタッフ,0.18,3510000,710000,0,0,サービス,3,0,1,0,1,14,1,1
559,男,未,60,3400000,4,ホールスタッフ,0.0,4410000,0,0,0,飲食,4,2,1,0,0,33,0,0
560,男,未,63,5980000,1,市役所職員,0.23,2970000,1370000,0,0,行政,3,0,1,0,1,24,0,1
561,男,未,37,3400000,2,接客スタッフ,0.0,4340000,0,0,0,サービス,2,0,1,0,0,14,0,0
562,女,未,44,0,5,無職,0.0,1970000,0,0,0,なし,2,3,1,0,1,3,1,0
563,女,未,26,4620000,3,店舗販売員,0.42,3970000,1930000,0,0,小売り,1,3,0,0,0,6,0,0
564,男,未,35,5800000,3,プログラマ,0.26,650000,1500000,0,0,IT,2,2,1,0,0,1,0,0
565,女,未,40,4550000,1,市役所職員,0.07,1720000,300000,1,1,行政,3,1,1,1,1,6,1,1
566,女,既,51,4790000,3,プログラマ,0.32,1490000,1520000,0,0,IT,1,1,0,0,0,8,0,1
567,女,未,32,3780000,3,介護スタッフ,0.0,3730000,0,0,0,サービス,1,0,0,0,0,14,0,0
568,男,未,55,2410000,4,ホールスタッフ,0.26,3350000,620000,0,0,飲食,1,0,0,0,1,7,0,0
569,男,未,63,4470000,3,介護スタッフ,0.0,2850000,0,0,0,サービス,4,1,0,0,1,31,1,1
570,男,既,26,4080000,3,店舗販売員,0.0,3340000,0,0,0,小売り,2,1,0,0,1,0,1,1
571,男,未,28,5440000,1,高校教員,0.19,4760000,1040000,0,0,教育,3,3,1,0,0,3,0,1
572,女,既,59,3000000,2,接客スタッフ,0.16,1370000,490000,0,0,サービス,2,1,1,0,0,37,1,0
573,女,既,62,3870000,3,店舗販売員,0.0,1620000,0,0,0,小売り,2,0,0,0,1,21,0,1
574,女,未,58,2760000,4,ホールスタッフ,0.18,4230000,510000,1,0,飲食,4,0,1,0,0,32,0,1
575,男,未,48,4200000,3,介護スタッフ,0.14,3100000,600000,1,1,サービス,1,3,1,1,0,2,1,0
576,男,未,40,4160000,1,高校教員,0.41,3360000,1690000,0,0,教育,3,1,0,0,0,4,0,0
577,男,未,52,4560000,2,販売スタッフ,0.0,4910000,0,0,0,小売り,2,0,1,0,0,28,0,1
578,男,未,59,2780000,2,接客スタッフ,0.31,3680000,870000,0,0,サービス,2,3,1,0,0,12,1,0
579,女,既,38,3030000,3,店舗販売員,0.49,4600000,1480000,0,0,小売り,2,1,0,0,1,19,1,1
580,男,未,26,4490000,1,市役所職員,0.06,750000,290000,0,0,行政,2,3,0,0,0,1,1,1
581,男,未,25,4620000,2,接客スタッフ,0.0,300000,0,0,0,サービス,2,3,1,0,0,7,0,1
582,男,未,37,5160000,1,高校教員,0.0,4810000,0,0,0,教育,1,3,0,0,0,14,1,0
583,女,未,62,4390000,3,店舗販売員,0.0,3730000,0,0,0,小売り,3,1,0,0,0,32,1,0
584,男,未,64,2680000,4,ホールスタッフ,0.0,3580000,0,0,0,飲食,4,0,0,0,0,10,0,1
585,女,既,47,3100000,3,店舗販売員,0.0,760000,0,0,0,小売り,3,1,0,0,1,16,1,1
586,男,未,53,5750000,1,高校教員,0.21,1340000,1180000,0,0,教育,4,3,1,0,1,25,0,0
587,男,未,59,4330000,3,介護スタッフ,0.25,2690000,1100000,0,0,サービス,3,0,1,0,0,6,1,1
588,男,既,53,5750000,1,市役所職員,0.0,4870000,0,0,0,行政,3,1,0,0,0,23,0,0
589,女,未,36,4310000,3,店舗販売員,0.1,420000,420000,0,0,小売り,2,2,1,0,1,1,0,1
590,女,未,48,4780000,3,店舗販売員,0.17,2850000,790000,0,0,小売り,1,0,0,0,0,8,1,0
591,男,未,26,3140000,2,販売スタッフ,0.19,770000,590000,0,0,小売り,1,2,0,0,0,2,1,1
592,男,既,50,3070000,2,製造オペレーター,0.1,4010000,300000,0,0,製造,2,0,0,0,0,17,1,0
593,男,未,44,2680000,4,ホールスタッフ,0.3,2600000,800000,1,0,飲食,4,1,1,0,0,18,0,1
594,男,既,53,4790000,2,製造オペレーター,0.0,3510000,0,0,0,製造,1,2,0,0,1,17,0,0
595,女,未,61,2140000,4,ホールスタッフ,0.0,1060000,0,0,0,飲食,2,3,0,0,1,24,1,1
596,女,未,54,2880000,4,ホールスタッフ,0.0,4760000,0,0,0,飲食,2,0,0,0,1,29,0,1
597,女,既,43,3140000,4,ホールスタッフ,0.0,1090000,0,0,0,飲食,4,0,0,0,1,0,0,1
598,男,未,43,3720000,2,製造オペレーター,0.0,860000,0,0,0,製造,3,0,0,0,0,6,1,1
599,女,未,27,2600000,2,製造オペレーター,0.07,4330000,190000,1,0,製造,1,0,1,0,0,5,1,0
600,男,未,39,3150000,3,店舗販売員,0.0,4450000,0,0,0,小売り,4,3,1,0,1,9,0,0
601,女,既,36,3900000,2,接客スタッフ,0.0,3770000,0,0,0,サービス,3,0,0,0,1,3,1,0
602,女,未,49,4810000,2,接客スタッフ,0.0,1310000,0,0,0,サービス,3,0,1,0,0,20,0,1
603,女,既,65,4990000,1,高校教員,0.19,2890000,930000,0,0,教育,2,2,0,0,0,23,0,1
604,女,未,65,4430000,3,介護スタッフ,0.0,1050000,0,0,0,サービス,2,0,1,0,0,17,1,0
605,女,未,57,2440000,4,ホールスタッフ,0.38,1380000,920000,0,0,飲食,3,1,1,0,0,1,0,1
606,男,未,43,5160000,1,市役所職員,0.0,4790000,0,0,0,行政,2,2,1,0,0,15,1,0
607,女,未,63,4560000,1,市役所職員,0.0,1950000,0,0,0,行政,1,0,0,0,1,7,0,0
608,女,既,44,4390000,2,製造オペレーター,0.0,3190000,0,0,0,製造,1,0,1,0,0,12,0,0
609,女,既,29,4150000,2,製造オペレーター,0.0,370000,0,0,0,製造,3,0,0,0,1,2,0,0
610,男,未,35,4790000,2,製造オペレーター,0.15,930000,720000,0,0,製造,3,2,0,0,1,14,1,1
611,男,未,45,4950000,2,販売スタッフ,0.21,4040000,1050000,0,0,小売り,4,2,0,0,1,26,1,0
612,女,既,62,4700000,1,高校教員,0.4,970000,1870000,0,0,教育,4,1,1,0,0,39,1,1
613,女,未,65,4830000,2,接客スタッフ,0.0,3170000,0,0,0,サービス,3,2,0,0,0,39,1,1
614,女,未,29,7000000,1,高校教員,0.0,4660000,0,0,0,教育,1,1,0,0,1,1,0,1
615,女,未,48,4340000,3,店舗販売員,0.0,3060000,0,0,0,小売り,2,3,0,0,1,24,0,1
616,男,未,25,3420000,3,店舗販売員,0.1,3670000,340000,0,0,小売り,3,0,1,0,1,6,1,0
617,女,未,37,2590000,2,製造オペレーター,0.0,2860000,0,0,0,製造,2,3,1,0,0,4,0,1
618,女,未,56,7990000,3,プログラマ,0.15,1420000,1220000,0,0,IT,3,2,0,0,0,14,0,1
619,男,未,59,3840000,4,ホールスタッフ,0.0,410000,0,0,0,飲食,2,1,0,1,0,41,0,1
620,女,未,48,4620000,3,店舗販売員,0.0,2210000,0,0,0,小売り,1,2,1,0,1,8,0,1
621,女,既,45,7190000,3,プログラマ,0.0,4670000,0,0,0,IT,3,2,1,1,0,21,0,0
622,女,既,44,4800000,2,接客スタッフ,0.27,2160000,1300000,0,0,サービス,3,0,0,0,1,12,1,1
623,男,既,42,4490000,2,製造オペレーター,0.0,2550000,0,0,0,製造,3,3,0,0,1,6,1,1
624,女,未,54,2560000,2,製造オペレーター,0.23,2020000,580000,0,0,製造,4,1,1,0,1,12,1,0
625,女,未,65,4000000,4,ホールスタッフ,0.0,1890000,0,0,0,飲食,2,1,0,0,1,27,0,1
626,女,既,32,5430000,1,高校教員,0.0,580000,0,0,0,教育,3,2,0,0,0,7,1,1
627,女,未,63,2740000,4,ホールスタッフ,0.0,4330000,0,0,0,飲食,4,0,1,0,0,41,0,0
628,男,既,27,7970000,3,プログラマ,0.08,4170000,630000,1,1,IT,3,0,1,0,1,7,1,0
629,男,未,46,3720000,2,販売スタッフ,0.06,4180000,240000,0,0,小売り,3,2,1,0,0,12,0,1
630,男,未,27,2250000,4,ホールスタッフ,0.0,4340000,0,0,0,飲食,3,1,1,0,0,1,0,1
631,男,既,26,4560000,3,介護スタッフ,0.44,2810000,2010000,0,0,サービス,3,0,0,0,1,8,0,1
632,男,未,48,5230000,1,高校教員,0.0,1130000,0,0,0,教育,3,2,0,0,0,13,0,0
633,男,未,56,5870000,1,市役所職員,0.0,4910000,0,0,0,行政,3,3,0,0,1,29,1,1
634,女,既,38,2280000,4,清掃員,0.12,4350000,280000,0,0,サービス,1,1,1,0,1,11,1,1
635,女,未,48,3410000,4,ホールスタッフ,0.32,1650000,1100000,0,0,飲食,4,3,1,0,1,20,0,0
636,女,未,63,3590000,4,ホールスタッフ,0.0,3430000,0,0,0,飲食,2,0,1,0,1,23,0,0
637,男,未,49,4000000,4,ホールスタッフ,0.27,1240000,1080000,0,0,飲食,2,3,0,0,0,7,1,0
638,男,未,39,2720000,4,ホールスタッフ,0.14,4310000,390000,1,0,飲食,3,1,0,0,1,16,1,0
639,女,未,34,6220000,1,市役所職員,0.21,3670000,1290000,0,0,行政,4,0,1,0,0,4,1,0
640,女,既,35,3190000,2,製造オペレーター,0.0,4620000,0,0,0,製造,4,3,0,0,0,4,1,0
641,女,未,47,6470000,1,高校教員,0.0,730000,0,0,0,教育,4,3,0,0,1,29,0,0
642,女,未,44,4940000,3,店舗販売員,0.46,2430000,2260000,1,0,小売り,3,2,1,0,0,18,0,1
643,女,未,40,6210000,1,市役所職員,0.11,2150000,660000,0,0,行政,1,2,1,0,1,9,0,1
644,女,未,64,3080000,4,ホールスタッフ,0.47,4580000,1450000,0,0,飲食,2,0,0,0,1,14,1,0
645,男,未,45,6690000,1,高校教員,0.25,2890000,1650000,0,0,教育,4,0,1,0,0,8,1,0
646,女,未,56,4200000,2,販売スタッフ,0.0,1320000,0,0,0,小売り,3,0,0,0,0,37,1,0
647,男,未,51,2870000,2,接客スタッフ,0.0,1610000,0,0,0,サービス,4,1,1,0,1,28,0,1
648,男,既,50,5010000,1,高校教員,0.49,940000,2440000,0,0,教育,2,3,0,0,1,13,1,1
649,女,未,46,3250000,2,製造オペレーター,0.0,860000,0,0,0,製造,3,2,0,0,0,0,0,0
650,男,未,46,3200000,3,介護スタッフ,0.3,1370000,960000,0,0,サービス,4,3,0,0,1,20,0,0
651,男,未,61,3710000,4,ホールスタッフ,0.0,1600000,0,0,0,飲食,4,1,0,0,0,35,1,1
652,男,未,34,4990000,3,介護スタッフ,0.0,1240000,0,0,0,サービス,2,3,1,0,1,2,0,1
653,女,未,34,3740000,3,介護スタッフ,0.49,530000,1840000,0,0,サービス,1,2,0,0,1,3,1,1
654,男,未,28,3970000,2,製造オペレーター,0.0,4460000,0,1,0,製造,1,2,1,0,0,1,1,0
655,女,未,43,5450000,1,市役所職員,0.0,3680000,0,0,0,行政,3,1,1,0,0,15,1,0
656,男,既,50,2550000,2,販売スタッフ,0.0,4700000,0,0,0,小売り,3,3,1,0,1,29,1,0
657,男,既,41,5170000,1,市役所職員,0.0,1470000,0,0,0,行政,4,3,1,1,0,21,0,1
658,女,未,46,5620000,1,市役所職員,0.0,2640000,0,0,0,行政,1,0,1,0,1,15,0,1
659,男,未,29,2790000,4,ホールスタッフ,0.18,4230000,510000,0,0,飲食,4,1,0,0,0,11,0,1
660,女,未,57,4140000,2,接客スタッフ,0.46,3950000,1890000,0,0,サービス,2,0,0,1,0,3,0,1
661,男,未,61,5730000,1,市役所職員,0.0,2460000,0,0,0,行政,1,0,1,0,1,5,0,1
662,女,既,27,3690000,4,ホールスタッフ,0.08,4770000,310000,0,0,飲食,2,0,0,0,1,5,1,0
663,女,未,45,6300000,3,プログラマ,0.31,1030000,1940000,0,0,IT,3,3,0,0,0,24,1,0
664,男,未,50,2320000,4,ホールスタッフ,0.4,2870000,920000,1,0,飲食,2,2,0,0,1,14,1,0
665,女,既,55,4650000,2,販売スタッフ,0.44,2730000,2040000,0,0,小売り,4,2,1,0,1,36,1,1
666,男,既,26,3580000,2,販売スタッフ,0.05,1790000,190000,0,0,小売り,4,2,0,0,1,7,0,1
667,男,既,38,4410000,3,店舗販売員,0.0,3190000,0,0,0,小売り,4,2,0,0,0,16,0,1
668,男,既,44,4940000,2,販売スタッフ,0.0,4020000,0,0,0,小売り,1,2,0,0,1,3,1,1
669,女,未,26,6260000,3,プログラマ,0.16,3060000,1020000,0,0,IT,1,0,0,0,1,0,0,0
670,男,既,61,4620000,2,接客スタッフ,0.0,3310000,0,0,0,サービス,3,1,0,0,0,20,1,0
671,男,未,49,2460000,4,ホールスタッフ,0.45,1360000,1100000,0,0,飲食,3,0,1,0,1,10,1,1
672,女,未,29,6860000,1,高校教員,0.0,420000,0,0,0,教育,3,1,0,0,1,7,0,0
673,男,既,29,3760000,2,販売スタッフ,0.0,1130000,0,0,0,小売り,4,0,0,0,1,11,1,0
674,男,未,55,4190000,3,店舗販売員,0.0,3880000,0,0,0,小売り,4,2,0,1,1,5,1,0
675,女,既,35,4060000,3,プログラマ,0.21,1630000,850000,0,0,IT,1,2,0,0,0,16,1,1
676,男,既,40,5630000,3,プログラマ,0.3,2510000,1700000,0,0,IT,2,3,1,1,1,21,1,1
677,女,未,53,4000000,3,介護スタッフ,0.25,3280000,990000,0,0,サービス,3,0,1,0,0,10,1,1
678,男,未,46,5390000,1,市役所職員,0.0,2270000,0,0,0,行政,4,0,0,1,0,9,1,0
679,女,既,45,7420000,3,プログラマ,0.48,3300000,3560000,0,0,IT,1,1,0,0,1,0,1,1
680,男,未,41,4890000,1,高校教員,0.42,2580000,2070000,1,1,教育,2,3,1,0,1,23,1,0
681,男,未,45,4260000,1,高校教員,0.0,2050000,0,0,0,教育,1,1,0,0,0,8,1,0
682,女,未,32,3030000,2,販売スタッフ,0.07,3090000,210000,1,1,小売り,2,3,1,0,0,1,1,1
683,男,既,29,4730000,2,接客スタッフ,0.0,4120000,0,0,0,サービス,1,1,0,1,0,6,1,0
684,男,未,61,6360000,1,高校教員,0.0,720000,0,0,0,教育,4,1,1,0,1,41,0,0
685,男,未,35,5070000,1,高校教員,0.33,480000,1660000,0,0,教育,2,0,0,0,1,2,0,0
686,女,未,53,3390000,2,製造オペレーター,0.48,960000,1640000,0,0,製造,1,1,0,1,0,7,1,1
687,女,既,65,3730000,3,店舗販売員,0.0,4050000,0,0,0,小売り,4,2,0,0,1,43,0,1
688,女,未,53,2930000,4,ホールスタッフ,0.5,3290000,1460000,0,0,飲食,4,3,1,0,0,5,0,1
689,男,既,45,6630000,1,高校教員,0.22,4030000,1480000,0,0,教育,4,0,1,0,1,21,1,0
690,女,未,54,3060000,2,接客スタッフ,0.26,4570000,790000,0,0,サービス,4,0,0,0,1,14,1,0
691,女,既,28,5350000,1,高校教員,0.36,1280000,1930000,0,0,教育,4,0,0,0,0,8,0,0
692,女,既,28,2790000,4,ホールスタッフ,0.44,3520000,1240000,0,0,飲食,4,3,1,0,0,1,0,0
693,男,既,36,4300000,1,高校教員,0.0,4180000,0,0,0,教育,1,0,1,0,1,5,1,0
694,女,未,45,4760000,1,市役所職員,0.15,1240000,730000,0,0,行政,2,3,0,0,0,12,0,1
695,女,未,36,2520000,2,販売スタッフ,0.4,2550000,1010000,0,0,小売り,4,1,1,0,1,18,1,1
696,女,既,35,3230000,4,ホールスタッフ,0.45,4770000,1460000,0,0,飲食,3,0,0,0,1,15,0,0
697,女,既,30,4080000,1,高校教員,0.5,4110000,2020000,1,0,教育,2,2,0,0,1,9,0,0
698,女,既,28,4760000,3,店舗販売員,0.25,2950000,1190000,0,0,小売り,1,3,1,0,0,7,1,0
699,女,未,62,4670000,2,製造オペレーター,0.0,960000,0,0,0,製造,1,3,0,0,1,7,1,1
700,女,既,52,4580000,1,高校教員,0.0,2660000,0,0,0,教育,1,2,1,0,1,34,0,0
701,男,未,29,4300000,1,市役所職員,0.0,1400000,0,0,0,行政,1,0,0,0,1,10,1,0
702,女,未,29,6260000,3,プログラマ,0.22,3200000,1380000,0,0,IT,3,1,1,0,1,6,0,1
703,女,未,57,3770000,3,店舗販売員,0.06,4570000,210000,0,0,小売り,1,3,0,0,1,34,1,0
704,男,未,42,4170000,2,販売スタッフ,0.0,1560000,0,0,0,小売り,3,2,0,0,0,12,0,1
705,女,未,26,5010000,1,高校教員,0.1,4560000,480000,0,0,教育,3,3,1,0,0,1,1,0
706,男,未,62,3570000,4,ホールスタッフ,0.43,2570000,1530000,0,0,飲食,3,3,1,0,1,29,1,0
707,男,未,49,7890000,3,プログラマ,0.0,4240000,0,0,0,IT,4,1,1,0,0,6,1,0
708,男,未,39,3490000,3,店舗販売員,0.46,1520000,1610000,0,0,小売り,3,2,0,0,0,17,0,0
709,女,未,32,2980000,2,販売スタッフ,0.0,1930000,0,0,0,小売り,3,3,0,0,0,2,0,1
710,男,未,55,5850000,1,市役所職員,0.27,1610000,1600000,0,0,行政,2,0,1,0,1,23,0,1
711,男,既,27,2940000,3,介護スタッフ,0.0,3590000,0,0,0,サービス,2,2,1,0,0,6,1,0
712,女,既,36,2980000,4,ホールスタッフ,0.27,2650000,800000,0,0,飲食,2,3,1,0,0,5,1,1
713,女,未,26,3410000,4,ホールスタッフ,0.3,4670000,1030000,0,0,飲食,2,1,0,0,0,2,0,0
714,男,未,27,5010000,3,プログラマ,0.43,320000,2150000,0,0,IT,3,0,1,1,0,6,1,1
715,女,未,29,5190000,1,市役所職員,0.2,3560000,1040000,0,0,行政,1,3,1,0,0,5,1,0
716,男,未,48,3340000,3,介護スタッフ,0.19,3310000,620000,0,0,サービス,1,2,0,0,0,20,1,0
717,男,未,64,5060000,1,高校教員,0.08,4890000,420000,0,0,教育,1,1,0,1,0,11,0,1
718,女,未,31,2690000,2,接客スタッフ,0.2,3790000,530000,1,0,サービス,3,1,0,0,1,8,0,1
719,男,未,45,2950000,2,製造オペレーター,0.0,1460000,0,0,0,製造,4,3,1,0,0,4,0,1
720,女,未,50,3480000,3,店舗販売員,0.0,3740000,0,0,0,小売り,3,2,1,0,1,6,1,1
721,男,既,36,4580000,3,プログラマ,0.4,1340000,1820000,0,0,IT,3,2,0,0,1,8,1,1
722,男,既,32,2570000,3,店舗販売員,0.0,310000,0,0,0,小売り,2,0,0,0,0,6,1,1
723,女,未,59,6780000,1,市役所職員,0.42,3910000,2870000,0,0,行政,1,2,0,0,1,9,1,0
724,女,既,43,4610000,3,プログラマ,0.2,1850000,940000,0,0,IT,2,2,0,0,1,18,1,0
725,男,未,44,3480000,4,ホールスタッフ,0.22,4580000,750000,0,0,飲食,3,2,1,0,0,1,0,1
726,女,未,36,5770000,1,高校教員,0.0,2770000,0,0,0,教育,2,1,0,0,0,11,0,0
727,女,未,59,3800000,4,ホールスタッフ,0.0,2660000,0,1,1,飲食,3,1,1,0,1,4,0,0
728,女,未,41,3420000,2,販売スタッフ,0.0,4200000,0,0,0,小売り,3,2,0,0,1,1,0,1
729,女,未,27,4210000,1,市役所職員,0.41,2760000,1720000,0,0,行政,2,0,0,0,0,4,1,1
730,女,既,31,6080000,1,高校教員,0.17,2510000,1010000,0,0,教育,1,0,1,0,0,11,0,0
731,女,既,32,4990000,3,店舗販売員,0.12,2970000,620000,0,0,小売り,4,1,1,0,1,7,0,0
732,女,未,63,6120000,1,高校教員,0.45,1510000,2770000,0,0,教育,4,3,1,1,1,27,0,1
733,女,既,47,3640000,2,製造オペレーター,0.0,4180000,0,0,0,製造,4,1,1,0,1,0,1,0
734,女,未,65,2890000,2,販売スタッフ,0.0,1010000,0,0,0,小売り,1,0,1,0,1,9,0,1
735,女,既,64,3350000,3,介護スタッフ,0.24,2260000,820000,0,0,サービス,1,1,1,0,1,4,1,0
736,女,既,37,4040000,1,市役所職員,0.31,4590000,1250000,0,0,行政,3,3,1,0,1,3,0,0
737,女,未,33,3150000,4,ホールスタッフ,0.34,450000,1080000,0,0,飲食,3,2,0,0,0,4,0,1
738,男,未,64,2970000,3,介護スタッフ,0.0,900000,0,0,0,サービス,2,2,0,0,1,6,0,0
739,女,既,28,6900000,3,プログラマ,0.46,3760000,3150000,0,0,IT,3,2,0,0,0,10,0,1
740,女,未,59,4030000,3,店舗販売員,0.42,4160000,1680000,0,0,小売り,4,1,1,0,1,24,0,0
741,男,未,29,3740000,2,接客スタッフ,0.23,2640000,860000,1,0,サービス,1,1,1,0,1,1,0,1
742,男,既,35,3920000,4,ホールスタッフ,0.0,1970000,0,0,0,飲食,2,2,1,0,0,4,1,0
743,女,未,36,3780000,2,製造オペレーター,0.0,2750000,0,0,0,製造,4,3,0,0,1,17,0,0
744,女,未,53,3530000,2,販売スタッフ,0.3,320000,1070000,0,0,小売り,2,1,1,1,0,29,0,0
745,男,未,62,4580000,1,市役所職員,0.45,4980000,2060000,0,0,行政,2,0,1,0,0,8,0,1
746,男,既,53,4230000,2,製造オペレーター,0.0,370000,0,0,0,製造,4,1,0,0,0,22,0,0
747,女,未,38,2860000,3,介護スタッフ,0.37,2290000,1070000,1,0,サービス,3,3,1,0,1,9,0,1
748,女,未,65,3100000,3,店舗販売員,0.0,4220000,0,0,0,小売り,4,3,1,0,1,9,0,1
